24,17,22,36,37,52
1,10,14,30,40,51
15,7,8,19,26,36
32,13,27,37,41,54
12,4,17,35,50,57
30,18,47,51,53,58
15,10,29,33,41,59
8,6,16,20,31,36
8,24,26,45,48,55
9,9,36,39,44,45
7,14,20,24,39,49
10,7,21,32,44,52
12,5,13,17,45,54
4,10,15,31,52,59
33,4,36,40,44,52
34,21,22,49,52,58
20,6,14,32,38,52
15,5,21,22,41,49
20,11,34,41,49,55
5,1,12,53,56,57
11,13,34,40,47,57
38,37,51,52,53,58
20,15,21,23,28,36
27,2,7,29,55,58
10,1,3,24,28,41
38,4,9,14,39,43
25,18,34,40,48,59
5,14,22,27,32,49
30,9,12,13,35,38
6,8,11,18,29,36
39,9,30,31,50,54
10,11,30,45,47,48
25,13,30,32,38,57
27,6,38,43,47,48
3,3,10,14,52,53
4,10,41,44,48,56
6,20,21,23,38,42
3,22,27,35,37,45
25,16,22,30,51,58
27,20,30,38,46,59
2,1,11,20,25,27
15,1,16,17,41,57
36,19,28,30,37,53
30,4,22,26,31,52
29,7,10,22,23,52
31,9,33,36,50,58
39,4,32,33,47,55
26,7,10,12,22,27
13,4,22,27,32,56
19,17,20,21,40,51
38,11,14,22,33,42
20,10,35,39,51,57
33,7,17,20,36,59
34,7,20,21,34,43
13,1,18,37,39,44
30,8,16,27,35,42
30,13,44,51,52,55
25,12,20,30,36,47
24,14,26,37,41,46
35,2,6,32,42,49
11,11,12,15,16,28
17,7,17,20,39,59
34,2,7,16,20,46
15,20,24,25,53,59
39,1,7,27,36,49
33,7,12,23,34,38
10,5,8,11,40,44
5,14,16,53,54,59
4,8,20,21,32,37
39,10,30,37,47,54
2,5,10,11,12,20
22,13,24,27,31,42
16,8,11,25,41,58
23,1,8,10,19,20
14,4,11,19,33,43
12,11,33,44,46,47
24,1,17,38,50,52
30,3,16,18,20,37
36,18,22,37,47,54
7,22,26,32,38,40
24,6,7,26,33,52
27,19,21,23,40,48
31,9,13,22,23,37
32,22,36,51,56,59
23,30,31,34,45,51
6,4,5,36,47,58
2,24,28,45,49,52
36,3,14,33,53,57
30,7,11,39,42,51
19,11,32,36,48,52
24,9,13,21,23,48
36,3,12,34,37,42
29,29,32,36,39,49
10,4,13,17,21,45
6,7,31,50,51,58
21,2,23,31,42,48
8,12,20,28,40,48
3,1,4,12,41,47
8,3,11,20,27,46
9,5,15,26,28,32
27,4,10,11,19,33
37,19,20,42,56,58
23,6,22,34,43,45
11,5,14,32,53,56
39,4,23,39,49,50
7,21,33,44,45,55
5,4,24,40,44,55
3,6,13,15,32,41
31,9,17,32,43,45
16,8,17,18,40,44
16,7,12,13,42,49
36,2,8,40,49,50
31,8,18,38,46,56
21,17,19,39,41,58
29,14,37,44,45,53
8,16,18,27,36,50
29,19,20,38,41,43
18,12,21,22,38,41
12,12,15,19,46,59
12,18,36,39,41,57
26,24,30,45,57,59
32,1,11,18,29,51
8,11,15,24,50,55
8,8,18,19,32,54
17,1,4,38,40,42
33,38,40,41,51,59
19,20,40,41,47,55
11,13,19,21,28,49
6,25,30,54,57,59
38,11,18,36,41,46
4,9,12,35,50,58
37,18,28,31,48,52
36,2,17,23,28,47
39,9,13,47,49,53
14,2,12,25,54,58
29,13,19,35,47,57
2,15,25,52,53,54
13,3,5,18,27,54
24,4,19,22,32,53
5,16,41,42,50,59
13,12,47,48,52,55
26,3,4,12,27,44
31,3,27,35,37,45
1,5,10,24,38,43
13,3,8,23,30,58
6,1,18,21,39,55
38,11,16,40,51,56
36,12,14,34,39,46
26,2,33,39,40,43
12,5,35,57,58,59
8,4,35,36,51,56
28,13,22,25,39,51
25,4,30,35,57,59
22,2,6,34,35,47
8,5,18,33,43,45
37,3,14,20,39,40
9,4,19,33,41,59
19,14,16,30,51,52
